player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season
Kobe Bufkin,ATL,17.0,9.1,0.424,22.4,-0.031,-4.5,-0.1,2023-24
Gui Santos,GSW,23.0,15.6,0.656,15.2,0.169,-0.5,0.1,2023-24
Colby Jones,SAC,30.0,8.9,0.422,19.1,0.007,-5.0,-0.1,2023-24
Micah Potter,UTA,16.0,11.0,0.609,10.9,0.075,-2.3,0.0,2023-24
Otto Porter Jr,TOR,15.0,8.7,0.568,8.9,0.07,-3.2,-0.1,2023-24
AJ Griffin,ATL,20.0,1.2,0.382,17.3,-0.12,-9.6,-0.3,2023-24
Joe Harris,DET,16.0,4.6,0.489,11.0,0.001,-5.9,-0.2,2023-24
Trevelin Queen,ORL,14.0,8.3,0.462,13.3,0.056,-3.4,-0.1,2023-24
Zavier Simpson,MEM,7.0,6.3,0.377,17.5,-0.046,-5.9,-0.2,2023-24
Thanasis Antetokounmpo,MIL,34.0,5.5,0.518,12.5,-0.01,-6.4,-0.2,2023-24
Tristan Vukcevic,WAS,10.0,13.9,0.554,23.9,0.045,-3.6,-0.1,2023-24
DeJon Jarreau,MEM,9.0,9.6,0.392,18.3,0.002,-4.0,-0.1,2023-24
Jules Bernard,WAS,19.0,12.7,0.544,21.5,0.026,-3.0,0.0,2023-24
Sidy Cissoko,SAS,12.0,12.0,0.568,12.7,0.11,-2.7,0.0,2023-24
Brandon Clarke,MEM,6.0,18.9,0.548,20.8,0.108,1.0,0.1,2023-24
Emoni Bates,CLE,15.0,2.6,0.404,19.5,-0.092,-9.2,-0.2,2023-24
Jeenathan Williams,HOU,22.0,15.6,0.565,19.7,0.11,-1.6,0.0,2023-24
Timmy Allen,MEM,5.0,0.8,0.272,8.9,-0.041,-11.1,-0.3,2023-24
Luka Garza,MIN,25.0,21.8,0.576,33.3,0.166,-2.1,0.0,2023-24
Maozinha Pereira,MEM,7.0,15.7,0.609,15.6,0.123,-0.5,0.0,2023-24
Jalen Pickett,DEN,27.0,9.7,0.571,16.4,0.065,-3.3,0.0,2023-24
Jahmius Ramsey,TOR,7.0,10.6,0.538,17.9,0.021,-4.4,-0.1,2023-24
Mouhamadou Gueye,TOR,11.0,4.6,0.31,19.2,-0.147,-11.9,-0.3,2023-24
Robert Williams,POR,6.0,17.2,0.684,13.2,0.144,0.7,0.1,2023-24
Xavier Moon,LAC,14.0,8.1,0.352,19.1,-0.026,-6.1,-0.1,2023-24
Brandon Williams,DAL,17.0,9.3,0.439,26.0,-0.044,-5.5,-0.1,2023-24
Udoka Azubuike,PHO,16.0,12.3,0.609,12.6,0.1,-3.2,0.0,2023-24
Matthew Hurt,MEM,8.0,8.4,0.453,14.2,0.031,-3.7,-0.1,2023-24
Jalen HoodSchifino,LAL,21.0,-1.5,0.316,24.9,-0.222,-16.1,-0.4,2023-24
Malik Williams,TOR,7.0,4.9,0.272,15.1,-0.069,-11.5,-0.3,2023-24
Maxwell Lewis,LAL,34.0,-3.9,0.246,13.6,-0.195,-13.5,-0.3,2023-24
Olivier Sarr,OKC,15.0,14.8,0.664,12.7,0.186,-2.6,0.0,2023-24
Josh Minott,MIN,32.0,20.4,0.593,21.4,0.222,5.1,0.2,2023-24
Chris Livingston,MIL,21.0,6.9,0.547,13.8,0.027,-8.0,-0.1,2023-24
Cole Swider,MIA,18.0,7.1,0.54,24.0,-0.05,-4.5,-0.1,2023-24
Terquavion Smith,PHI,16.0,14.8,0.539,28.4,0.05,0.8,0.1,2023-24
Buddy Boeheim,DET,10.0,9.1,0.509,17.0,0.047,-3.5,0.0,2023-24
Admiral Schofield,ORL,23.0,6.0,0.484,16.6,0.006,-4.9,-0.1,2023-24
Jordan Walsh,BOS,9.0,8.4,0.472,9.9,0.089,-3.8,0.0,2023-24
James Bouknight,CHO,14.0,15.9,0.597,23.9,0.062,2.2,0.1,2023-24
Jerome Robinson,GSW,22.0,5.7,0.41,20.7,-0.04,-8.3,-0.1,2023-24
Nate Hinton,HOU,15.0,17.6,0.585,17.7,0.187,3.6,0.1,2023-24
Wendell Moore Jr,MIN,25.0,8.6,0.5,13.0,0.052,-2.8,0.0,2023-24
Mouhamed Gueye,ATL,6.0,15.0,0.468,15.2,0.127,-1.5,0.0,2023-24
Isaiah Mobley,CLE,10.0,8.1,0.471,16.2,0.032,-6.6,-0.1,2023-24
Boban Marjanovic,HOU,14.0,21.1,0.56,27.0,0.128,-0.3,0.0,2023-24
Jason Preston,UTA,7.0,10.5,0.316,12.4,0.026,-2.6,0.0,2023-24
Jett Howard,ORL,18.0,8.6,0.457,22.7,0.005,-1.8,0.0,2023-24
Kobi Simmons,TOR,4.0,14.5,0.476,14.0,0.098,-1.0,0.0,2023-24
Adama Sanogo,CHI,9.0,21.9,0.558,24.8,0.133,-6.7,-0.1,2023-24
Keyontae Johnson,OKC,9.0,1.6,0.344,13.1,-0.068,-9.8,-0.1,2023-24
Amari Bailey,CHO,10.0,9.7,0.425,21.1,-0.044,-8.3,-0.1,2023-24
Robin Lopez,MIL,16.0,6.6,0.453,14.5,0.007,-6.1,-0.1,2023-24
Moussa Diabate,LAC,11.0,24.7,0.576,18.6,0.25,3.5,0.1,2023-24
Jack White,MEM,4.0,1.1,0.188,12.1,-0.1,-10.3,-0.1,2023-24
Kendall Brown,IND,15.0,7.6,0.567,13.7,0.045,-6.8,-0.1,2023-24
Jermaine Samuels,HOU,14.0,15.1,0.672,10.5,0.178,0.8,0.0,2023-24
Colin Castleton,LAL,16.0,13.0,0.644,15.8,0.128,-5.2,0.0,2023-24
TyTy Washington Jr,MIL,11.0,4.6,0.35,17.0,-0.072,-8.2,-0.1,2023-24
Dereon Seabron,NOP,6.0,9.2,0.448,12.4,0.087,-1.5,0.0,2023-24
Leonard Miller,MIN,17.0,27.0,0.694,18.6,0.323,9.6,0.2,2023-24
Seth Lundy,ATL,9.0,0.0,0.373,15.8,-0.092,-12.7,-0.1,2023-24
David Duke Jr,SAS,4.0,16.2,0.673,18.5,0.119,1.4,0.0,2023-24
Daishen Nix,MIN,15.0,12.3,0.507,28.0,0.014,-1.4,0.0,2023-24
Jay Huff,DEN,20.0,18.5,0.724,15.0,0.212,1.3,0.0,2023-24
Hunter Tyson,DEN,18.0,6.0,0.5,20.0,0.007,-8.9,-0.1,2023-24
James Johnson,IND,9.0,5.0,0.368,14.2,-0.05,-5.8,0.0,2023-24
DaQuan Jeffries,NYK,17.0,3.1,0.391,19.6,-0.087,-8.1,-0.1,2023-24
Frank Ntilikina,CHO,5.0,0.0,0.253,11.2,-0.099,-13.4,-0.1,2023-24
Oscar Tshiebwe,IND,8.0,24.8,0.553,23.5,0.221,2.2,0.0,2023-24
DMoi Hodge,LAL,7.0,6.1,0.441,17.8,-0.019,-6.3,0.0,2023-24
Taze Moore,POR,4.0,11.8,0.453,24.3,-0.017,-3.1,0.0,2023-24
Greg Brown III,DAL,6.0,10.5,0.501,20.3,0.0,-4.4,0.0,2023-24
RaiQuan Gray,SAS,3.0,22.7,0.676,19.5,0.187,7.4,0.1,2023-24
JD Davison,BOS,8.0,18.8,0.581,17.6,0.228,3.3,0.1,2023-24
Jacob Toppin,NYK,9.0,14.3,0.658,12.4,0.161,-0.7,0.0,2023-24
Jalen Slawson,SAC,12.0,6.6,0.667,9.2,0.058,-6.4,0.0,2023-24
DJ Carton,TOR,4.0,9.6,0.539,13.3,0.062,-5.3,0.0,2023-24
Dexter Dennis,DAL,4.0,18.3,0.541,33.3,0.004,1.7,0.0,2023-24
Henri Drell,CHI,4.0,10.7,0.506,18.8,0.047,-4.9,0.0,2023-24
Jordan Miller,LAC,8.0,14.1,0.658,17.0,0.116,-3.8,0.0,2023-24
Mason Jones,SAC,5.0,5.8,0.394,16.6,-0.018,-5.5,0.0,2023-24
Pete Nance,CLE,8.0,-3.9,0.218,12.9,-0.154,-15.2,-0.1,2023-24
Pat Spencer,GSW,6.0,9.4,0.5,8.1,0.084,-6.4,0.0,2023-24
Dariq Whitehead,BRK,2.0,4.9,0.255,10.6,-0.03,-7.9,0.0,2023-24
Drew Peterson,BOS,3.0,18.5,0.917,13.3,0.194,5.3,0.0,2023-24
EJ Liddell,NOP,8.0,4.3,0.291,16.8,-0.091,-4.7,0.0,2023-24
Jordan Ford,SAC,6.0,16.8,0.761,17.3,0.157,2.2,0.0,2023-24
Usman Garuba,GSW,6.0,7.0,0.218,20.8,-0.124,-10.9,0.0,2023-24
Alondes Williams,MIA,7.0,-7.9,0.296,29.1,-0.357,-23.2,-0.1,2023-24
DJ Wilson,PHI,2.0,31.6,0.833,17.3,0.355,22.4,0.1,2023-24
Ty Jerome,CLE,2.0,7.6,0.5,14.7,0.04,-4.9,0.0,2023-24
Adam Flagler,OKC,2.0,0.6,0.214,21.7,-0.159,-10.6,0.0,2023-24
Andrew Funk,CHI,5.0,-5.0,0.0,13.5,-0.252,-14.4,0.0,2023-24
Quenton Jackson,IND,3.0,16.1,0.532,7.2,0.203,3.3,0.0,2023-24
Joshua Primo,LAC,2.0,-12.8,0.333,30.7,-0.585,-25.0,-0.1,2023-24
Lindell Wigginton,MIL,3.0,5.6,0.51,37.1,-0.154,-23.9,0.0,2023-24
Kaiser Gates,NOP,1.0,-19.9,0.0,24.9,-0.558,-28.8,-0.1,2023-24
Kevon Harris,ORL,2.0,11.1,0.667,29.1,0.038,-15.8,0.0,2023-24
Shaquille Harrison,MEM,3.0,15.9,0.5,14.3,0.09,4.6,0.0,2023-24
Hamidou Diallo,WAS,2.0,33.2,0.5,25.3,0.204,18.7,0.0,2023-24
Markquis Nowell,TOR,1.0,55.5,0.532,20.1,0.665,43.3,0.0,2023-24
Isaiah Wong,IND,1.0,-1.1,0.333,31.4,-0.277,-19.0,0.0,2023-24
Ron Harper Jr,TOR,1.0,0.0,,0.0,0.087,-8.8,0.0,2023-24
Izaiah Brockington,NOP,1.0,26.6,0.4,72.5,-0.177,-17.8,0.0,2023-24
Malcolm Cazalon,DET,1.0,0.0,,0.0,-0.012,-9.1,0.0,2023-24
Jalen Crutcher,NOP,1.0,-12.6,0.0,14.5,-0.334,-26.2,0.0,2023-24
Dmytro Skapintsev,NYK,2.0,-19.3,0.0,21.6,-0.483,-25.9,0.0,2023-24
Anthony Edwards,MIN,79.0,17.4,0.564,29.9,0.064,1.0,2.1,2022-23
Zach LaVine,CHI,77.0,19.0,0.607,28.3,0.123,1.9,2.7,2022-23
Nikola Vucevic,CHI,82.0,19.1,0.594,21.9,0.145,2.7,3.2,2022-23
Julius Randle,NYK,77.0,20.3,0.581,29.5,0.142,3.7,3.9,2022-23
Jayson Tatum,BOS,74.0,23.7,0.607,32.7,0.185,5.5,5.1,2022-23
Evan Mobley,CLE,79.0,17.9,0.591,20.2,0.151,1.7,2.5,2022-23
Dejounte Murray,ATL,74.0,17.0,0.54,24.4,0.084,1.0,2.1,2022-23
DeMar DeRozan,CHI,74.0,20.6,0.592,27.8,0.153,2.0,2.6,2022-23
Scottie Barnes,TOR,77.0,15.5,0.524,20.3,0.09,0.4,1.6,2022-23
Harrison Barnes,SAC,82.0,14.1,0.632,17.1,0.118,-1.0,0.7,2022-23
Franz Wagner,ORL,80.0,15.9,0.589,23.5,0.099,-0.1,1.3,2022-23
Jalen Green,HOU,76.0,14.5,0.538,28.1,0.034,-2.1,0.0,2022-23
Bam Adebayo,MIA,75.0,20.1,0.592,25.2,0.137,1.5,2.3,2022-23
Trae Young,ATL,73.0,22.0,0.573,32.6,0.126,3.3,3.4,2022-23
Fred VanVleet,TOR,69.0,17.0,0.54,23.2,0.123,2.5,2.9,2022-23
Jordan Poole,GSW,82.0,14.6,0.573,29.2,0.063,-1.9,0.1,2022-23
Jabari Smith Jr,HOU,79.0,11.2,0.514,18.4,0.037,-3.7,-1.1,2022-23
Trey Murphy III,NOP,79.0,15.2,0.65,16.6,0.15,1.8,2.3,2022-23
Darius Garland,CLE,69.0,18.8,0.587,26.9,0.148,2.4,2.7,2022-23
Tobias Harris,PHI,74.0,14.8,0.602,18.2,0.116,0.7,1.7,2022-23
DeAaron Fox,SAC,73.0,21.8,0.599,30.1,0.146,2.5,2.7,2022-23
Donovan Mitchell,CLE,68.0,22.9,0.614,32.1,0.176,6.3,5.0,2022-23
Paolo Banchero,ORL,72.0,14.9,0.529,27.5,0.047,-1.5,0.3,2022-23
Shai GilgeousAlexander,OKC,68.0,27.2,0.626,32.8,0.226,7.3,5.6,2022-23
Jaden McDaniels,MIN,79.0,12.0,0.611,15.8,0.087,-1.2,0.5,2022-23
Jaylen Brown,BOS,67.0,19.1,0.581,31.4,0.1,1.3,2.0,2022-23
Luka Doncic,DAL,66.0,28.7,0.609,37.6,0.204,8.9,6.6,2022-23
Keegan Murray,SAC,80.0,12.3,0.597,15.8,0.087,-0.6,0.8,2022-23
Kentavious CaldwellPope,DEN,76.0,11.5,0.598,14.1,0.091,-1.0,0.6,2022-23
Jalen Brunson,NYK,68.0,21.2,0.597,27.2,0.175,3.9,3.5,2022-23
Brook Lopez,MIL,78.0,18.4,0.63,19.3,0.161,2.1,2.5,2022-23
Josh Giddey,OKC,76.0,17.1,0.533,24.6,0.081,1.2,1.9,2022-23
Reggie Bullock,DAL,78.0,7.7,0.577,10.0,0.056,-2.6,-0.4,2022-23
Tyler Herro,MIA,67.0,15.3,0.566,25.6,0.072,0.6,1.6,2022-23
Nikola Jokic,DEN,69.0,31.5,0.701,27.2,0.308,13.0,8.8,2022-23
Patrick Williams,CHI,82.0,11.2,0.576,15.7,0.072,-1.3,0.4,2022-23
Jaden Ivey,DET,74.0,12.1,0.528,25.4,-0.001,-3.3,-0.7,2022-23
Draymond Green,GSW,73.0,12.2,0.592,13.2,0.098,0.8,1.6,2022-23
Joel Embiid,PHI,66.0,31.4,0.655,37.0,0.259,9.2,6.4,2022-23
Klay Thompson,GSW,69.0,14.7,0.576,26.4,0.066,-0.3,1.0,2022-23
Jalen Williams,OKC,75.0,15.6,0.601,18.4,0.119,0.3,1.3,2022-23
Lauri Markkanen,UTA,66.0,22.1,0.64,26.6,0.173,3.8,3.3,2022-23
Luguentz Dort,OKC,74.0,11.3,0.513,19.8,0.062,-3.0,-0.6,2022-23
Max Strus,MIA,80.0,10.8,0.557,17.6,0.071,-1.7,0.2,2022-23
Nic Claxton,BRK,76.0,20.8,0.691,15.4,0.195,3.1,2.9,2022-23
Jerami Grant,POR,63.0,16.0,0.606,22.8,0.087,-0.2,1.0,2022-23
Kyle Kuzma,WAS,64.0,14.3,0.544,27.9,0.019,-1.7,0.2,2022-23
Bennedict Mathurin,IND,78.0,13.1,0.566,24.6,0.038,-3.7,-1.0,2022-23
Jarrett Allen,CLE,68.0,19.9,0.67,16.4,0.205,2.4,2.4,2022-23
Dillon Brooks,MEM,73.0,9.4,0.494,21.8,0.034,-3.9,-1.1,2022-23
Kevin Huerter,SAC,75.0,15.2,0.617,19.9,0.107,1.0,1.7,2022-23
Jrue Holiday,MIL,67.0,19.2,0.586,25.0,0.148,3.1,2.8,2022-23
Anfernee Simons,POR,62.0,14.8,0.581,25.1,0.054,-1.1,0.5,2022-23
Alperen Sengun,HOU,75.0,19.7,0.599,21.4,0.115,1.4,1.9,2022-23
Ivica Zubac,LAC,76.0,16.7,0.661,14.8,0.149,-0.9,0.6,2022-23
Killian Hayes,DET,76.0,10.2,0.455,20.5,-0.012,-3.8,-1.0,2022-23
Tim Hardaway Jr,DAL,71.0,12.1,0.554,20.6,0.051,-1.8,0.1,2022-23
DeAnthony Melton,PHI,77.0,12.7,0.566,16.4,0.095,0.9,1.6,2022-23
Rudy Gobert,MIN,70.0,18.9,0.675,16.3,0.174,0.7,1.4,2022-23
Jimmy Butler,MIA,64.0,27.6,0.647,25.6,0.277,8.7,5.8,2022-23
Jamal Murray,DEN,65.0,18.0,0.571,26.1,0.116,1.3,1.8,2022-23
John Collins,ATL,71.0,13.6,0.593,17.1,0.095,-1.3,0.4,2022-23
DeAndre Hunter,ATL,67.0,11.5,0.563,19.7,0.057,-3.3,-0.7,2022-23
Gary Trent Jr,TOR,66.0,15.0,0.56,21.7,0.102,0.2,1.2,2022-23
Damian Lillard,POR,58.0,26.7,0.645,33.8,0.205,7.1,4.9,2022-23
Ayo Dosunmu,CHI,80.0,10.2,0.567,14.9,0.067,-2.5,-0.2,2022-23
Corey Kispert,WAS,74.0,11.5,0.657,14.1,0.088,-1.5,0.2,2022-23
Caleb Martin,MIA,71.0,11.4,0.571,14.4,0.086,-1.2,0.4,2022-23
Andrew Nembhard,IND,75.0,10.0,0.528,16.1,0.029,-3.2,-0.6,2022-23
Keldon Johnson,SAS,63.0,15.3,0.551,27.9,0.03,-1.8,0.1,2022-23
Aaron Gordon,DEN,68.0,19.5,0.617,21.1,0.158,2.1,2.1,2022-23
Deandre Ayton,PHO,67.0,19.9,0.617,22.9,0.147,0.9,1.5,2022-23
Giannis Antetokounmpo,MIL,63.0,29.0,0.605,38.8,0.204,8.5,5.4,2022-23
Kevin Porter Jr,HOU,59.0,16.2,0.565,24.3,0.068,0.6,1.3,2022-23
Deni Avdija,WAS,76.0,11.2,0.535,16.7,0.054,-2.3,-0.1,2022-23
Tyrese Maxey,PHI,60.0,17.0,0.605,24.1,0.128,0.6,1.3,2022-23
Jordan Clarkson,UTA,61.0,14.7,0.558,27.8,0.042,-1.4,0.3,2022-23
Tre Jones,SAS,68.0,16.0,0.534,19.3,0.082,-1.0,0.5,2022-23
Grayson Allen,MIL,72.0,12.3,0.612,14.6,0.123,0.1,1.0,2022-23
Jonas Valanciunas,NOP,79.0,19.3,0.61,23.4,0.142,-0.4,0.8,2022-23
Kevon Looney,GSW,82.0,17.8,0.639,10.6,0.212,2.1,2.0,2022-23
Marcus Smart,BOS,61.0,12.1,0.538,17.8,0.092,-1.0,0.5,2022-23
Kyle Anderson,MIN,69.0,14.8,0.583,14.4,0.125,2.5,2.2,2022-23
LeBron James,LAL,55.0,23.9,0.583,33.3,0.138,6.1,4.0,2022-23
Herbert Jones,NOP,66.0,12.1,0.567,14.5,0.104,-0.3,0.8,2022-23
Ja Morant,MEM,61.0,23.3,0.557,34.9,0.148,5.7,3.8,2022-23
Stephen Curry,GSW,56.0,24.1,0.656,31.0,0.192,7.5,4.7,2022-23
Tyus Jones,MEM,80.0,16.0,0.546,17.7,0.141,1.6,1.7,2022-23
Paul George,LAC,56.0,19.6,0.588,29.5,0.114,2.8,2.3,2022-23
Al Horford,BOS,63.0,13.8,0.631,11.9,0.157,3.3,2.5,2022-23
Anthony Davis,LAL,56.0,27.8,0.627,28.4,0.226,6.3,4.0,2022-23
Chris Paul,PHO,59.0,17.7,0.555,19.2,0.156,3.2,2.5,2022-23
Terance Mann,LAC,81.0,13.4,0.619,15.3,0.111,-0.2,0.8,2022-23
Onyeka Okongwu,ATL,80.0,19.4,0.678,15.1,0.185,0.8,1.3,2022-23
Austin Reaves,LAL,64.0,14.9,0.687,16.2,0.142,0.7,1.2,2022-23
Desmond Bane,MEM,58.0,19.1,0.606,26.1,0.151,3.5,2.5,2022-23
Devin Booker,PHO,53.0,22.0,0.601,31.8,0.157,4.2,2.9,2022-23
Myles Turner,IND,62.0,20.0,0.651,22.0,0.142,2.1,1.9,2022-23
Bobby Portis,MIL,70.0,17.8,0.575,21.7,0.139,0.7,1.2,2022-23
Aaron Nesmith,IND,73.0,10.5,0.566,16.8,0.052,-3.0,-0.4,2022-23
Michael Porter Jr,DEN,62.0,16.8,0.621,22.7,0.116,0.2,1.0,2022-23
Naji Marshall,NOP,77.0,11.4,0.539,17.8,0.068,-1.9,0.1,2022-23
Jaren Jackson Jr,MEM,63.0,21.6,0.613,24.7,0.177,2.8,2.2,2022-23
Shaedon Sharpe,POR,80.0,11.5,0.568,19.0,0.032,-3.3,-0.6,2022-23
Markelle Fultz,ORL,60.0,16.6,0.564,21.3,0.1,0.5,1.2,2022-23
Tari Eason,HOU,82.0,15.2,0.525,19.3,0.07,-1.7,0.1,2022-23
Gabe Vincent,MIA,68.0,9.0,0.533,17.5,0.038,-3.4,-0.6,2022-23
Kawhi Leonard,LAC,52.0,23.9,0.623,27.0,0.194,6.1,3.5,2022-23
Malcolm Brogdon,BOS,67.0,18.2,0.615,22.8,0.161,2.8,2.1,2022-23
Christian Wood,DAL,67.0,20.6,0.624,26.4,0.132,1.7,1.6,2022-23
Clint Capela,ATL,65.0,22.1,0.656,15.7,0.201,2.2,1.8,2022-23
Coby White,CHI,74.0,12.5,0.572,17.9,0.087,-0.8,0.5,2022-23
Malik Monk,SAC,77.0,16.6,0.587,25.8,0.091,0.3,1.0,2022-23
Walker Kessler,UTA,74.0,21.5,0.702,13.3,0.2,2.9,2.1,2022-23
Wendell Carter Jr,ORL,57.0,17.3,0.621,20.5,0.13,1.0,1.3,2022-23
Santi Aldama,MEM,77.0,13.9,0.591,16.0,0.13,0.5,1.1,2022-23
Bradley Beal,WAS,50.0,19.7,0.593,29.2,0.099,1.8,1.6,2022-23
Jalen Duren,DET,67.0,17.3,0.655,14.3,0.129,-0.8,0.5,2022-23
Isaac Okoro,CLE,76.0,10.7,0.614,11.9,0.122,-0.3,0.7,2022-23
Isaiah Hartenstein,NYK,82.0,14.2,0.567,11.2,0.136,-0.3,0.7,2022-23
Mitchell Robinson,NYK,59.0,18.9,0.652,10.1,0.197,2.4,1.7,2022-23
Alex Caruso,CHI,67.0,11.5,0.588,11.1,0.109,1.1,1.2,2022-23
Cole Anthony,ORL,60.0,16.0,0.57,21.5,0.116,1.3,1.3,2022-23
Malaki Branham,SAS,66.0,9.5,0.524,19.1,-0.004,-5.2,-1.3,2022-23
Kelly Oubre Jr,CHO,48.0,14.8,0.534,26.5,0.051,-1.1,0.3,2022-23
Cedi Osman,CLE,77.0,12.0,0.579,18.2,0.103,-0.7,0.5,2022-23
Josh Green,DAL,60.0,11.2,0.645,14.6,0.082,-2.4,-0.2,2022-23
Brandon Ingram,NOP,45.0,19.2,0.582,30.8,0.108,1.7,1.5,2022-23
Joe Harris,BRK,74.0,10.6,0.621,14.3,0.083,-1.1,0.3,2022-23
TJ McConnell,IND,75.0,16.8,0.59,19.1,0.098,0.5,1.0,2022-23
Chris Boucher,TOR,76.0,18.0,0.59,18.0,0.156,-0.1,0.7,2022-23
Georges Niang,PHI,78.0,10.9,0.61,17.0,0.078,-1.4,0.2,2022-23
Bogdan Bogdanovic,ATL,54.0,14.2,0.586,19.8,0.088,0.5,0.9,2022-23
Damion Lee,PHO,74.0,10.7,0.607,16.3,0.081,-1.7,0.1,2022-23
Bol Bol,ORL,70.0,14.4,0.603,18.2,0.072,-0.9,0.4,2022-23
John Konchar,MEM,72.0,10.8,0.542,10.4,0.111,0.5,0.9,2022-23
Jeremy Sochan,SAS,56.0,11.4,0.509,19.8,0.005,-4.0,-0.7,2022-23
Dwight Powell,DAL,76.0,15.5,0.738,12.6,0.168,-1.2,0.3,2022-23
Davion Mitchell,SAC,80.0,9.4,0.545,14.1,0.05,-2.8,-0.3,2022-23
Pat Connaughton,MIL,61.0,10.0,0.531,13.8,0.085,-1.0,0.3,2022-23
Zach Collins,SAS,63.0,16.4,0.599,21.2,0.074,-0.2,0.6,2022-23
Isaiah Stewart,DET,50.0,13.1,0.56,17.3,0.068,-2.1,0.0,2022-23
AJ Griffin,ATL,72.0,12.6,0.577,17.9,0.075,-0.8,0.4,2022-23
Isaiah Joe,OKC,73.0,14.5,0.626,17.7,0.131,0.9,1.0,2022-23
Jonathan Kuminga,GSW,67.0,13.3,0.597,19.6,0.084,-1.7,0.1,2022-23
Jusuf Nurkic,POR,52.0,17.3,0.589,22.1,0.092,0.1,0.7,2022-23
Dennis Smith Jr,CHO,54.0,11.6,0.475,17.6,0.039,-2.2,-0.1,2022-23
Josh Okogie,PHO,72.0,13.3,0.531,17.7,0.101,-0.2,0.6,2022-23
Talen HortonTucker,UTA,65.0,13.7,0.508,25.9,0.029,-1.6,0.2,2022-23
Jose Alvarado,NOP,61.0,11.8,0.525,19.8,0.066,-1.2,0.3,2022-23
Lonnie Walker IV,LAL,56.0,12.2,0.57,20.2,0.066,-1.4,0.2,2022-23
Aaron Wiggins,OKC,70.0,12.2,0.607,14.5,0.097,-2.1,0.0,2022-23
Sam Hauser,BOS,80.0,12.7,0.634,14.7,0.128,1.0,1.0,2022-23
LaMelo Ball,CHO,36.0,17.9,0.541,30.0,0.068,2.4,1.4,2022-23
Naz Reid,MIN,68.0,18.5,0.617,24.8,0.114,1.0,1.0,2022-23
Jalen Suggs,ORL,53.0,12.5,0.528,20.3,0.053,-1.0,0.3,2022-23
Cory Joseph,DET,62.0,12.1,0.558,15.2,0.07,-1.5,0.2,2022-23
Nick Richards,CHO,65.0,18.3,0.676,15.6,0.165,-1.3,0.2,2022-23
Kenrich Williams,OKC,53.0,14.4,0.585,13.7,0.133,0.5,0.8,2022-23
Isaiah Livers,DET,52.0,8.4,0.567,11.9,0.041,-2.4,-0.1,2022-23
Anthony Lamb,GSW,62.0,10.9,0.61,13.8,0.096,-1.1,0.3,2022-23
Taurean Prince,MIN,54.0,10.0,0.597,17.3,0.052,-3.3,-0.4,2022-23
Andrew Wiggins,GSW,37.0,14.7,0.564,21.5,0.091,-0.5,0.5,2022-23
Gary Harris,ORL,48.0,10.5,0.62,12.6,0.095,-0.7,0.4,2022-23
Trendon Watford,POR,62.0,13.6,0.625,16.1,0.084,-1.8,0.1,2022-23
Christian Braun,DEN,76.0,10.3,0.568,13.0,0.079,-2.4,-0.1,2022-23
Devin Vassell,SAS,38.0,15.5,0.55,24.4,0.051,0.4,0.7,2022-23
Collin Sexton,UTA,48.0,15.9,0.616,23.4,0.105,-1.3,0.2,2022-23
Steven Adams,MEM,42.0,17.5,0.564,14.6,0.144,0.6,0.7,2022-23
Moritz Wagner,ORL,57.0,17.4,0.63,21.1,0.149,0.6,0.7,2022-23
Victor Oladipo,MIA,42.0,10.6,0.513,21.1,0.024,-2.1,0.0,2022-23
Ben Simmons,BRK,42.0,13.4,0.559,14.3,0.097,0.4,0.7,2022-23
Jeff Green,DEN,56.0,11.0,0.576,17.0,0.074,-3.4,-0.4,2022-23
Brandon Clarke,MEM,56.0,20.0,0.682,17.7,0.199,2.5,1.3,2022-23
Oshae Brissett,IND,65.0,10.6,0.52,16.1,0.05,-3.2,-0.3,2022-23
Obi Toppin,NYK,67.0,13.6,0.565,19.5,0.095,-0.5,0.4,2022-23
Joe Ingles,MIL,46.0,10.7,0.616,12.6,0.107,-0.7,0.3,2022-23
Isaiah Jackson,IND,63.0,17.5,0.595,17.4,0.124,-0.8,0.3,2022-23
Jalen Johnson,ATL,70.0,14.1,0.554,16.0,0.099,0.3,0.6,2022-23
Dyson Daniels,NOP,59.0,8.8,0.503,11.6,0.061,-1.8,0.0,2022-23
Austin Rivers,MIN,52.0,7.4,0.564,10.5,0.061,-2.8,-0.2,2022-23
Hamidou Diallo,DET,56.0,15.7,0.593,21.8,0.063,-1.4,0.1,2022-23
Jock Landale,PHO,69.0,16.4,0.595,19.3,0.132,-1.1,0.2,2022-23
Nassir Little,POR,54.0,10.2,0.555,16.0,0.032,-3.0,-0.3,2022-23
Usman Garuba,HOU,75.0,12.9,0.569,10.5,0.091,-1.4,0.2,2022-23
JT Thor,CHO,69.0,7.0,0.506,13.1,0.009,-4.7,-0.7,2022-23
Haywood Highsmith,MIA,54.0,8.5,0.517,12.5,0.046,-3.1,-0.3,2022-23
KarlAnthony Towns,MIN,29.0,18.8,0.618,25.6,0.133,3.0,1.2,2022-23
Zion Williamson,NOP,29.0,25.2,0.652,30.4,0.18,5.8,1.9,2022-23
Cam Thomas,BRK,57.0,14.7,0.567,27.8,0.049,-2.7,-0.2,2022-23
Maxi Kleber,DAL,37.0,8.7,0.592,10.3,0.067,-2.2,0.0,2022-23
